id,area,atclNo,atclNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclFetrDesc,tagList,bildNm
2404,10671,2426249734,세곡푸르지오,월세,저/15,50000,80,5억,100,74.74,남향,30 생활이 편리한 커뮤니티동,"['15년이내', '방세개', '화장실두개']",209동
2405,10672,2425086660,강남효성해링턴코트,매매,3/4,210000,0,21억,114,92.96,남향,채광좋은 정남향의 테라스하우스,"['10년이내', '테라스', '방세개']",102동
2406,10673,2426095777,세곡푸르지오,월세,저/15,40000,120,4억,100,74.74,남동향,보증금조절가느융자없음 즉시입주가능 예쁜동산뷰   집상태 좋음,"['15년이내', '융자금없는', '방세개']",202동
2407,10674,2426096992,세곡푸르지오,매매,중/10,120000,0,12억,80,59.99,남동향,전망좋은 관리 잘된 집,"['15년이내', '방세개', '화장실두개']",213동
2408,10675,2426339479,세곡푸르지오,매매,고/15,150000,0,15억,113,84.83,남동향,"탁트인 남한산성뷰, 선호타입 로얄동, 세명초, 입주가능","['15년이내', '방세개', '화장실두개', '고층']",203동
2409,10676,2426034385,세곡푸르지오,매매,고/10,120000,0,12억,80,59.99,남동향,25 인릉산과 세곡천이 시원하게 보이는 동호수,"['15년이내', '방세개', '화장실두개']",213동
2410,10677,2426036322,세곡푸르지오,매매,저/10,150000,0,15억,113,84.83,남동향,34 뷰가 아주 좋은 동호수,"['15년이내', '방세개', '화장실두개']",214동
2411,10680,2424818155,강남효성해링턴코트,월세,1/4,70000,180,7억,132,108.34,남동향,"숲속의 조용하고 깨끗한 집,넓은 테라스","['10년이내', '테라스', '1층']",108동
2412,10681,2424935681,세곡푸르지오,매매,7/15,150000,0,15억,100,74.74,남향,전체올수리  전세안고매매 ,"['15년이내', '올수리', '방세개', '화장실두개']",207동
2413,10683,2425687409,세곡푸르지오,매매,고/15,146000,0,"14억 6,000",113,84.84,남동향,34 뷰가 최고인 로얄동 로얄층,"['15년이내', '방세개', '화장실두개']",216동
2414,10684,2425693271,세곡푸르지오,매매,중/15,135000,0,"13억 5,000",100,74.74,남동향,31뷰좋고 조용한 동호수,"['15년이내', '방세개', '화장실두개']",206동
2415,10685,2425384536,세곡푸르지오,월세,저/15,20000,220,2억,113,84.95,남동향,34 귀한타입 집상태좋아요,"['15년이내', '방세개', '화장실두개']",209동
2416,10686,2425498503,세곡푸르지오,매매,저/15,140000,0,14억,100,74.74,남향,,"['15년이내', '방세개', '화장실두개']",212동
2417,10688,2424337475,강남효성해링턴코트,매매,3/4,270000,0,27억,133,108.71,남향,방4  탁트인뷰   앞산전망  햇빛 따뜻한 테라스하우스,"['10년이내', '테라스', '대형평수']",109동
2418,10689,2425199900,세곡푸르지오,매매,고/15,150000,0,15억,100,74.74,남동향,선호도 높은 구조. 조망도 좋아요,"['15년이내', '방세개', '화장실두개', '고층']",202동
2419,10690,2425279241,세곡푸르지오,매매,중/15,160000,0,16억,113,84.83,남동향,시원하고 깨끗한 전망 좋은집,"['15년이내', '방세개', '화장실두개']",212동
2420,10695,2425286021,세곡푸르지오,매매,고/15,158000,0,"15억 8,000",113,84.84,남동향,"입주협의,복b조정해드림,확장, 막힘없는뷰","['15년이내', '방세개', '화장실두개', '고층']",204동
2421,10697,2425075501,세곡푸르지오,전세,저/15,70000,0,7억,100,74.74,남동향,"융자무 ,집상태 좋음,  예쁜 뷰  빠른입주가능","['15년이내', '방세개', '화장실두개']",202동
2422,10701,2425047549,강남효성해링턴코트,매매,중/4,250000,0,25억,129,105.82,남향,"남향, 넓고 예쁜테라스,수리되어있습니다","['10년이내', '테라스', '방세개', '화장실두개']",102동
2423,10702,2425104141,세곡푸르지오,매매,저/10,122000,0,"12억 2,000",80,59.86,남향,"탁트인뷰, 아늑한 인테리어,세명초,입주협의가능","['15년이내', '방세개', '화장실두개', '세대당1대']",213동
2424,10703,2424602231,강남효성해링턴코트,매매,중/4,270000,0,27억,150,122.85,남향,고급테라스하우스 입주가능,"['10년이내', '테라스', '대형평수']",109동
2425,10704,2424805568,강남효성해링턴코트,매매,저/4,210000,0,21억,132,108.34,남향,도심속 타운하우스 관리 잘된 넓은 테라스 입주협의,"['10년이내', '테라스', '대형평수', '방세개']",107동
2426,10705,2423226751,강남효성해링턴코트,전세,4/4,130000,0,13억,117,95.89,남향,36 귀한 복층구조의 테라스하우스,"['10년이내', '테라스', '복층']",102동
2427,10706,2425280317,강남효성해링턴코트,매매,1/4,270000,0,27억,150,123.59,남향,"집상태최고, 넓은테라스, 넓고시원한 집","['10년이내', '테라스', '1층']",109동
2428,10707,2424442494,강남효성해링턴코트,매매,저/4,270000,0,27억,150,123.59,남향,단독주택같은   멋진  고급   주택  입니다,"['10년이내', '대형평수', '방네개이상']",109동
2429,10708,2425279064,강남효성해링턴코트,매매,4/4,250000,0,25억,117,95.89,남향,"나만의 넓은 옥상 테라스, 남향의 밝고 시원한 시야","['10년이내', '테라스', '탑층']",102동
2430,10709,2424481329,세곡푸르지오,전세,저/15,82000,0,"8억 2,000",113,84.84,남향,"입주협의, 융자무, 관리 잘 된 깨끗한 집","['15년이내', '융자금없는', '방세개']",203동
2431,10710,2424301503,세곡푸르지오,매매,고/15,140000,0,14억,100,74.74,남동향,30 최고의 인테리어  좋은뷰.갭투자분 모심,"['15년이내', '방세개', '화장실두개']",207동
2432,10713,2423824099,세곡푸르지오,매매,고/15,150000,0,15억,113,84.83,남향,34 귀한 정남향  깔끔하고 뷰가 아주 좋아요,"['15년이내', '방세개', '화장실두개']",216동
2433,10714,2423881637,강남효성해링턴코트,매매,중/2,260000,0,26억,130,105.46,남향,"넓은 테라스, 도배교체완료, 깔끔한집","['10년이내', '테라스', '방세개']",104동
2434,10715,2423835542,세곡푸르지오,매매,저/15,150000,0,15억,113,84.83,남향,학세권 트인뷰 관리된집,"['15년이내', '방세개', '화장실두개', '세대당1대']",212동
2435,10716,2422660540,강남효성해링턴코트,매매,2/4,250000,0,25억,129,105.82,남향,정남향의 넓고 예쁜 테라스하우스,"['10년이내', '테라스', '방세개']",105동
2436,10720,2423281106,세곡푸르지오,매매,고/15,150000,0,15억,100,74.74,남동향,탁트인 뷰. 선호도 높은 구조. 공기좋은 숲세권,"['15년이내', '방세개', '화장실두개']",201동
2437,10721,2425279754,세곡푸르지오,매매,중/15,150000,0,15억,100,74.74,남동향,"숲이 바로 앞에, 조용하고 깨끗한 집","['15년이내', '방세개', '화장실두개']",206동
2438,10725,2421900193,강남효성해링턴코트,전세,4/4,160000,0,16억,117,95.89,남향,36 귀한 복층 테라스하우스 인테리어 잘되여있는 집,"['10년이내', '테라스', '복층', '탑층']",107동
2439,10727,2422609946,세곡푸르지오,전세,저/15,75000,0,"7억 5,000",113,84.94,남동향,,"['15년이내', '방세개', '화장실두개']",211동
2440,10728,2424254969,세곡푸르지오,매매,중/10,120000,0,12억,80,59.99,남동향,뷰최고   집상태좋음,"['15년이내', '방세개', '화장실두개']",213동
2441,10729,2422218654,세곡푸르지오,매매,고/15,160000,0,16억,113,84.83,남동향,뷰최고  집상태좋음   로얄동 로얄층,"['15년이내', '방세개', '화장실두개']",203동
2442,10730,2424097368,세곡푸르지오,매매,고/15,160000,0,16억,113,84.83,남동향,최고의 조망. 선호도 높은 구조.,"['15년이내', '방세개', '화장실두개']",216동
2443,10737,2422686928,세곡푸르지오,매매,10/10,123000,0,"12억 3,000",80,59.89,남향,주인직매물 남향 조망좋은 전망좋은 세명초,"['15년이내', '탑층', '방세개', '화장실두개']",213동
2444,10738,2421421618,세곡푸르지오,매매,고/15,150000,0,15억,100,74.74,남동향,로얄층의 탁트인 전망의 밝은집,"['15년이내', '방세개', '화장실두개']",202동
2445,10739,2421109311,세곡푸르지오,전세,중/15,82000,0,"8억 2,000",113,84.84,남향,융자 없음. 쾌적한 환경의 숲세권. 정남향,"['15년이내', '융자금없는', '방세개']",203동
2446,10741,2422424676,세곡푸르지오,매매,중/15,150000,0,15억,100,74.74,남동향,로얄동 뷰최고 집상태 최상 입주협의가능,"['15년이내', '방세개', '화장실두개']",202동
2447,10743,2421473634,세곡푸르지오,전세,중/15,82000,0,"8억 2,000",113,84.84,남동향,로얄동 시원한 뷰   빛잘드는 밝은집,"['15년이내', '방세개', '화장실두개']",203동
2448,10744,2425561480,세곡푸르지오,매매,1/15,160000,0,16억,113,84.84,서향,"어린이집 또는 공부방 으로 추천
아이를 키우시는분 강력 추천","['15년이내', '1층', '방세개', '화장실두개']",205동
2449,10745,2424181136,세곡푸르지오,매매,10/10,125000,0,"12억 5,000",80,59.89,남향,주인직매물 남향 전망좋은 밝고 깨끗 세명초 ,"['15년이내', '탑층', '방세개', '화장실두개']",213동
2450,10747,2423064099,강남효성해링턴코트,매매,3/4,210000,0,21억,114,92.96,남향,"JO 예쁜테라스, 트인뷰, 깔끔한 집, 풀시스템에어콘 전세끼고 매수","['10년이내', '테라스', '방세개', '화장실두개']",102동
2451,10748,2426265770,강남데시앙파크,전세,2/11,87000,0,"8억 7,000",145,114.69,남향,필로티로 한층에 한세대만 있어 넓게 사용 가능. 따뜻한 집.,"['15년이내', '융자금없는', '대형평수']",503동
2452,10750,2425237044,강남데시앙파크,전세,4/12,65000,0,"6억 5,000",109,84.97,남동향,5단지강남데시앙파크 초입동. 빠른 이사날짜 가능하며 가격조율 가능합니다,"['15년이내', '융자금적은', '방세개', '화장실두개']",512동
2453,10751,2426227622,강남데시앙파크,전세,중/11,87000,0,"8억 7,000",145,114.69,남동향,데시앙대표부 숲속단지 관리잘된 집  전세 또는 6억대 반전세 협의,"['15년이내', '대형평수', '방네개이상', '화장실두개']",503동
2454,10752,2426231410,강남데시앙파크,월세,중/11,60000,100,6억,145,114.69,남동향,데시앙대표부 숲속단지 관리잘된 전세도 가능,"['15년이내', '융자금없는', '대형평수', '방네개이상']",503동
2455,10753,2426291819,강남데시앙파크,매매,저/10,120000,0,12억,108,84.95,남동향,강남의 숲세권 아파트 급매  반듯한 구조 조율가능해요,"['15년이내', '급매', '방세개', '화장실두개']",511동
2456,10754,2426320767,강남데시앙파크,매매,고/10,125000,0,"12억 5,000",109,84.97,남향,조용한숲뷰 집상태굿 채광좋은집,"['15년이내', '방세개', '화장실두개', '고층']",511동
2457,10755,2426267061,강남데시앙파크,매매,저/10,130000,0,13억,109,84.97,남향,힐링숲뷰 살고싶은집 정남향 가장조용한집,"['15년이내', '방세개', '화장실두개']",511동
2458,10756,2426006930,강남데시앙파크,매매,고/11,160000,0,16억,145,114.69,남향,"방4화장실2,인릉산자락의 아늑하고 깨끗하게 잘 관리된 탑층입니다.","['15년이내', '대형평수', '방네개이상', '화장실두개']",503동
2459,10757,2425981761,강남데시앙파크,월세,고/10,30000,150,3억,109,84.97,남향,남향     숲속단지속의    숲뷰,"['15년이내', '방세개', '화장실두개', '고층']",511동
2460,10758,2425873002,강남데시앙파크,매매,중/10,120000,0,12억,109,84.97,남향,"숲속뷰의    남향 집으로 상태  굿        입주,갭투자가능","['15년이내', '방세개', '화장실두개', '중층']",504동
2461,10759,2425856143,강남데시앙파크,매매,고/10,190000,0,19억,145,114.69,남향,44   방4 화2       판상형구조       산조망되는앞동,"['15년이내', '대형평수', '방네개이상', '화장실두개']",515동
2462,10763,2425673464,강남데시앙파크,매매,고/11,162000,0,"16억 2,000",145,114.69,남향,44남향 추천매물 내부깨끗 앞뒤로 뷰나와요,"['15년이내', '대형평수', '방네개이상']",503동
2463,10764,2425296714,강남데시앙파크,매매,중/10,120000,0,12억,109,84.97,남동향,안정적인뷰 관리잘된집,"['15년이내', '방세개', '화장실두개', '중층']",508동
2464,10765,2425273107,강남데시앙파크,월세,고/10,30000,150,3억,108,84.95,남동향,데시앙대표부 친환경주택단지 수서역세권 부엌 넓은 84C 선호 구조,"['15년이내', '방세개', '화장실두개', '고층']",508동
2465,10766,2424815886,강남데시앙파크,매매,저/12,165000,0,"16억 5,000",109,84.97,남동향,"올수리, 숲속뷰, 전망좋은집","['15년이내', '올수리', '방세개', '화장실두개']",512동
2466,10767,2426178814,강남데시앙파크,매매,고/10,200000,0,20억,145,114.69,남서향,44 대형평형  남향  올인테리어 멋진뷰,"['15년이내', '대형평수', '방네개이상']",515동
2467,10768,2425872039,강남데시앙파크,매매,중/11,159000,0,"15억 9,000",145,114.69,남향,"입주, 갭투자  가능합니다         숲세권아파트 단지","['15년이내', '대형평수', '방네개이상', '화장실두개']",503동
2468,10770,2424009874,강남데시앙파크,월세,저/10,30000,150,3억,109,84.97,남향,데시앙대표부 숲속단지 쾌적한 공기 아늑한 남향집,"['15년이내', '방세개', '화장실두개', '세대당 1.5대이상']",511동
2469,10771,2423989660,강남데시앙파크,매매,고/12,130000,0,13억,109,84.97,남향,로얄층 집상태 매우좋음 갭투자가능,"['15년이내', '방세개', '화장실두개']",512동
2470,10772,2425678034,강남데시앙파크,매매,중/11,160000,0,16억,145,114.69,남향,내부상태 매우좋아요 앞뒤로 뷰가 좋아요,"['15년이내', '대형평수', '방네개이상', '화장실두개']",503동
2471,10773,2425398604,강남데시앙파크,매매,고/10,185000,0,"18억 5,000",145,114.69,남동향,탁트인 뷰 세곡동 최고의 구조,"['15년이내', '대형평수', '방네개이상', '화장실두개']",514동
2472,10774,2423329728,강남데시앙파크,매매,고/10,125000,0,"12억 5,000",108,84.95,남향,데시앙대표부 숲속 쾌적한 34형 부엌 반듯한 구조 남향 특급 매물,"['15년이내', '급매', '방세개', '화장실두개']",508동
2473,10775,2422871423,강남데시앙파크,전세,저/12,73000,0,"7억 3,000",109,84.97,남동향,이사 날짜 탄력적 조절 가능,"['15년이내', '융자금적은', '방세개', '화장실두개']",512동
2474,10776,2422324484,강남데시앙파크,매매,고/10,190000,0,19억,145,114.69,남향,추천매물 확트인뷰 내부상태아주좋음,"['15년이내', '대형평수', '방네개이상']",514동
2475,10777,2421806976,강남데시앙파크,전세,고/10,67000,0,"6억 7,000",108,84.95,남향,데시앙대표부 숲속단지 쾌적한 남향 숲속뷰 선호구,"['15년이내', '융자금적은', '방세개', '화장실두개']",508동
2476,10778,2421602508,강남데시앙파크,매매,고/10,190000,0,19억,145,114.69,남동향,데시앙대표부 집주인관리 탁트인 숲뷰,"['15년이내', '대형평수', '방네개이상', '화장실두개']",514동
2477,10779,2422338438,강남데시앙파크,전세,중/10,87000,0,"8억 7,000",145,114.69,남향,,"['15년이내', '대형평수', '방네개이상', '화장실두개']",514동
2478,10780,2422944429,강남데시앙파크,전세,고/10,88000,0,"8억 8,000",145,114.69,남동향,데시앙대표부 전세 반전세 가능 숲속이 내려다 보이는 탁월한 뷰 로얄동,"['15년이내', '대형평수', '방네개이상', '화장실두개']",514동
2479,10781,2420780932,강남데시앙파크,전세,저/10,65000,0,"6억 5,000",109,84.97,동향,지대 높은 층 채광 좋고 내부상태 깔끔한 집 월세가능,"['15년이내', '융자금적은', '방세개', '화장실두개']",511동
2480,10785,2422201277,강남데시앙파크,매매,고/11,160000,0,16억,145,114.69,남향,동간거리가 길어서 채광이 좋은집 구조 최고,"['15년이내', '대형평수', '방네개이상', '화장실두개']",503동
2481,10786,2420913289,강남데시앙파크,전세,중/10,65000,0,"6억 5,000",109,84.97,남동향,입주조율 편해요 융자 무,"['15년이내', '융자금없는', '방세개', '화장실두개']",511동
2482,10787,2420837848,강남데시앙파크,전세,중/10,87000,0,"8억 7,000",145,114.69,남향,44 힐링숲세권 깨끗,"['15년이내', '융자금없는', '대형평수', '방네개이상']",514동
2483,10789,2425550054,강남데시앙파크,매매,8/10,185000,0,"18억 5,000",145,114.69,남동향,집주인 직접거주 .확트인 뷰로 전망 좋음 ,"['15년이내', '대형평수', '방네개이상', '화장실두개']",513동
2484,10840,2426298237,신동아,매매,5/15,115000,0,"11억 5,000",60,39.53,남동향,"18 강추매매, 갭투추천, 숲세권,SRT,GTX 역세권,재건축호재.","['25년이상', '역세권', '대단지']",705동
2485,10841,2426049898,삼익,전세,7/15,50000,0,5억,68,49.2,남향,올수리  수서역3분거리,"['25년이상', '융자금없는', '올수리', '역세권']",401동
2486,10843,2426228230,수서한아름,전세,7/15,110000,0,11억,152,129.45,남향,,"['25년이상', '융자금없는', '역세권', '대형평수']",101동
2487,10844,2426190471,수서한아름,매매,14/15,215000,0,"21억 5,000",152,129.45,남향,"트리플최고의 역접근성수인분당선.3호선.srt,gtx,최고의 웰빙숲주거","['25년이상', '역세권', '대형평수', '방네개이상']",106동
2488,10845,2426038276,수서한아름,전세,5/15,110000,0,11억,152,129.45,남향,조용하고  주인거주 올수리 융자상환예정 입주협의,"['25년이상', '올수리', '역세권', '대형평수']",105동
2489,10847,2425800294,수서한아름,매매,7/11,175000,0,"17억 5,000",120,97.63,남향,초급매물  초초역세권 매물.수서지역 개발호재 많음.주거조건의 최적성,"['25년이상', '역세권', '급매', '방세개']",104동
2490,10848,2426192287,신동아,매매,고/15,110000,0,11억,55,39.51,남동향,"올수리됨,입주가능,남향","['25년이상', '올수리', '역세권', '대단지']",706동
2491,10849,2425833421,신동아,월세,저/15,30000,15,3억,49,33.18,남서향,"특올쉬됨,융자무,7월입주","['25년이상', '융자금없는', '역세권', '대단지']",704동
2492,10850,2424801756,삼익,월세,2/15,5000,200,"5,000",68,49.2,남향,난방파이프부터 창호까지 올수리 베란다미확장 보증금대출불가 올월세만,"['25년이상', '융자금없는', '올수리']",401동
2493,10863,2425663098,수서한아름,매매,고/15,285000,0,"28억 5,000",188,163.68,남향,"샷시,싱크대등 고급수리.로얄동로얄층. 즉시입주도가능","['25년이상', '역세권', '대형평수', '방네개이상']",101동
2494,10864,2426229933,수서한아름,전세,2/15,120000,0,12억,188,163.68,남향,최적의 교통과 환경조건의 정주조건,"['25년이상', '융자금없는', '역세권', '대형평수']",101동
2495,10866,2426045717,삼익,전세,9/15,44500,0,"4억 4,500",68,49.2,남향,역세권  올수리  바닥난방 교체함 조용한동,"['25년이상', '올수리', '역세권', '방두개']",401동
2496,10868,2426035995,삼익,매매,11/15,150000,0,15억,86,60.0,남서향,올수리 샷시교체 바닥난방교체함,"['25년이상', '올수리', '역세권', '방두개']",405동
2497,10873,2426048288,삼익,전세,1/15,52000,0,"5억 2,000",86,60.0,남향,올수리 수서역세권 남향 융자없음,"['25년이상', '올수리', '역세권', '1층']",403동
2498,10875,2426043019,수서한아름,월세,11/15,50000,250,5억,188,163.68,남향,전망좋은 남향 롯데타워뷰,"['25년이상', '역세권', '대형평수']",101동
2499,10879,2426047238,삼익,매매,14/15,120000,0,12억,68,49.2,남향,역세권  수리함 조용한동,"['25년이상', '역세권', '방두개', '화장실한개']",401동
2500,10880,2426034087,수서한아름,월세,2/15,40000,300,4억,188,163.68,남향,초역세권 올수리 보증금 조정가능 입주협의,"['25년이상', '융자금없는', '올수리', '역세권']",101동
2501,10881,2426032592,수서한아름,매매,9/15,250000,0,25억,188,163.68,남향,로얄동  수리함  입주협의,"['25년이상', '역세권', '대형평수', '방네개이상']",102동
2502,10882,2426308175,수서한아름,전세,중/15,105000,0,"10억 5,000",152,129.45,남향,"로얄동로얄층,주인특올수리,입주협의, 주차2대무상,","['25년이상', '올수리', '역세권', '대형평수']",102동
2503,10883,2425785027,삼익,매매,5/15,175000,0,"17억 5,000",115,84.48,남향,역세권  수리함 거실확장 입주협의,"['25년이상', '역세권', '방세개', '화장실두개']",404동
2504,10889,2425706364,신동아,매매,7/15,120000,0,12억,55,39.51,남동향,"특올수리 좋은집,남향,대모산 방향,수서역초역세권,","['25년이상', '올수리', '역세권', '대단지']",707동
2505,10900,2426044389,삼익,매매,고/15,145000,0,"14억 5,000",86,60.0,남향,역세권  주인거주 수리함 가격절충 가능,"['25년이상', '역세권', '방두개', '화장실한개']",405동
2506,10901,2424183096,신동아,매매,6/15,135000,0,"13억 5,000",69,49.96,남향,"샷시및바닥배관,출임문포함,올수리,남향,","['25년이상', '올수리', '역세권', '대단지']",706동
2507,10903,2425282511,삼익,매매,중/15,178000,0,"17억 8,000",115,84.48,남향,입주가능한 매물 올수리함 입주or 갭투가 주인직매물,"['25년이상', '올수리', '역세권', '방세개']",404동
2508,10914,2425282309,삼익,전세,중/15,80000,0,8억,115,84.48,남향,34 올수리 주인직매물 수서역세권 입주협의,"['25년이상', '올수리', '역세권', '방세개']",404동
2509,10915,2423560883,신동아,매매,14/15,100000,0,10억,49,33.18,남향,"14,주인확인.입주협의","['25년이상', '역세권', '대단지', '소형평수']",705동
2510,10920,2425666330,삼익,매매,3/15,135000,0,"13억 5,000",86,60.0,남향,"급매매, 투자유망지역 역세권아파트, 전세끼고 매수가능","['25년이상', '역세권', '급매', '방두개']",403동
2511,10921,2425652542,삼익,전세,1/15,52000,0,"5억 2,000",86,60.0,남향,역세권  올수리  입주협의,"['25년이상', '올수리', '역세권', '1층']",405동
2512,10929,2424818102,삼익,매매,고/15,139000,0,"13억 9,000",86,60.0,남향,입주가능한 매물 로얄동 로얄층 입주or 갭투가,"['25년이상', '역세권', '방두개', '화장실한개']",403동
2513,10933,2425311968,삼익,전세,7/15,50000,0,5억,68,49.2,남향,"22p,올수리깨끗,수서역바로앞 초입","['25년이상', '융자금없는', '올수리']",401동
2514,10934,2425137070,수서한아름,매매,1/11,165000,0,"16억 5,000",120,97.63,남향,SRT 초역세권 상태양호,"['25년이상', '역세권', '1층', '방세개']",104동
2515,10938,2425139800,수서한아름,매매,13/15,215000,0,"21억 5,000",152,129.45,남향,깨끗함 조용한집  입주협의,"['25년이상', '역세권', '대형평수', '방네개이상']",102동
2516,10940,2425130974,삼익,매매,4/15,145000,0,"14억 5,000",86,60.0,남향,"남향, 올수리 ,수서역세권입니다","['25년이상', '올수리', '역세권', '방두개']",405동
2517,10941,2426190108,신동아,전세,저/15,40000,0,4억,55,39.51,남동향,"남향, 올수리예정, SRT수서역초약세권입니다","['25년이상', '융자금없는', '올수리', '역세권']",706동
2518,10942,2425371187,삼익,매매,고/15,138000,0,"13억 8,000",86,60.0,남서향,SRT 역세권  샷시교체  올수리  입주협의,"['25년이상', '올수리', '역세권', '방두개']",405동
2519,10943,2426321201,신동아,전세,저/15,30000,0,3억,49,33.18,남동향,,"['25년이상', '역세권', '대단지', '소형평수']",704동
2520,10944,2426286368,신동아,매매,고/15,91000,0,"9억 1,000",49,33.18,남동향,,"['25년이상', '역세권', '대단지', '소형평수']",705동
2521,10945,2425405351,수서한아름,매매,고/11,175000,0,"17억 5,000",120,97.63,남향,로얄동  수리함 입주협의,"['25년이상', '역세권', '방세개', '화장실두개']",104동
2522,10949,2424996376,수서한아름,매매,8/11,185000,0,"18억 5,000",120,97.63,남향,남향 수서초역세권 따뜻하고 깨끗한 집,"['25년이상', '역세권', '방세개', '화장실두개']",104동
2523,10955,2424402079,신동아,전세,중/15,45000,0,"4억 5,000",69,49.96,남동향,"특올수리예정,신혼부부강추,융자무","['25년이상', '융자금없는', '올수리', '역세권']",707동
2524,10960,2426072693,삼익,전세,고/15,80000,0,8억,115,84.48,남향,초역세권 주인거주 거실확장 올수리  입주협의,"['25년이상', '올수리', '역세권', '복층']",404동
2525,10961,2426275538,삼익,매매,저/15,134000,0,"13억 4,000",86,60.0,남서향,주변 인프라 호재우수 실입주협의 로얄타입,"['25년이상', '역세권', '방두개', '화장실한개']",405동
2526,10962,2425143287,삼익,매매,저/15,120000,0,12억,68,49.2,남향,초역세권  수리함 전세끼고,"['25년이상', '역세권', '방두개', '화장실한개']",401동
2527,10963,2426238478,삼익,매매,저/15,115000,0,"11억 5,000",68,49.2,남향,2룸 내부올수리되어 컨디션 아주좋은 역세권 아파트,"['25년이상', '올수리', '역세권', '방두개']",401동
2528,10964,2426174253,신동아,매매,저/15,95000,0,"9억 5,000",49,33.18,남동향,"입주가능,남향","['25년이상', '역세권', '대단지', '소형평수']",705동
2529,10965,2425145302,수서한아름,매매,중/12,180000,0,18억,120,97.63,남향,역세권 로얄동 올수리  입주협의,"['25년이상', '올수리', '역세권', '방세개']",107동
2530,10966,2425139012,삼익,매매,중/15,145000,0,"14억 5,000",86,60.0,남서향,초역세권  수리함  주인거주,"['25년이상', '역세권', '방두개', '화장실한개']",403동
2531,10967,2426173914,신동아,매매,고/15,93000,0,"9억 3,000",49,33.18,남서향,"올수리됨,갭투자,srt역세권","['25년이상', '올수리', '역세권', '대단지']",704동
2532,10968,2426173697,신동아,매매,중/15,131000,0,"13억 1,000",69,49.96,남서향,"특올수리됨,갭투자,srt역세권","['25년이상', '올수리', '역세권', '대단지']",707동
2533,10975,2424868190,삼익,전세,7/15,50000,0,5억,68,49.2,남향,"소유수 직접,올수리 남향,수서역 도보3분, 이마트 병원 약국 은행 초인근","['25년이상', '융자금없는', '올수리', '역세권']",401동
2534,10979,2425967239,삼익,월세,중/15,5000,200,"5,000",86,60.0,남향,올리모델링 후 첫입주 내부상태최상입니다.서둘러주세요,"['25년이상', '융자금없는', '역세권']",403동
2535,10980,2425894439,신동아,전세,저/15,30000,0,3억,60,39.53,남향,"깔끔수리,수서역3분,SRT,GTX,이마트,롯데마트","['25년이상', '융자금적은', '역세권', '대단지']",705동
2536,10997,2425563691,삼익,매매,중/15,145000,0,"14억 5,000",86,60.0,남향,"남향, 올수리 ,입주,수서역세권입니다","['25년이상', '올수리', '역세권', '방두개']",403동
2537,10998,2422673532,신동아,매매,3/15,118000,0,"11억 8,000",69,49.96,남동향,"전세 안고 투자, 개발 호재 많은 수서 초역세권 아파트","['25년이상', '역세권', '대단지', '방세개']",707동
2538,10999,2424403288,삼익,매매,1/15,135000,0,"13억 5,000",86,60.0,남서향,초역세권  샷시교체 수리함 입주협의,"['25년이상', '역세권', '1층', '방두개']",405동
2539,11001,2425402462,삼익,월세,저/15,47000,30,"4억 7,000",86,60.0,남향,역세권  올수리  배관공사후 입주협의,"['25년이상', '올수리', '역세권', '방두개']",403동
2540,11002,2425369404,삼익,매매,고/15,175000,0,"17억 5,000",115,84.48,남향,SRT 역세권  대모산전망,"['25년이상', '역세권', '방세개', '화장실두개']",402동
2541,11003,2425445819,신동아,월세,고/15,2000,120,"2,000",55,39.51,남동향,수서초역세권 빠른입주가능 수리된 상태,"['25년이상', '역세권', '대단지', '소형평수']",706동
2542,11004,2425370647,삼익,매매,중/15,142000,0,"14억 2,000",86,60.0,남향,초역세권   올수리,"['25년이상', '올수리', '역세권', '방두개']",405동
2543,11007,2424021390,수서한아름,전세,7/11,90000,0,9억,120,97.63,남향,"7월말부터,융자무,부분수리 깨끗","['25년이상', '융자금없는', '역세권', '방세개']",103동
2544,11008,2424239317,수서한아름,매매,2/15,250000,0,25억,188,163.68,남향,역세권  수리함 즉시입주가능 입주협의,"['25년이상', '역세권', '대형평수', '방네개이상']",101동
2545,11014,2425152553,삼익,매매,고/15,138000,0,"13억 8,000",86,60.0,남향,역세권  올수리  입주협의,"['25년이상', '올수리', '역세권', '방두개']",403동
2546,11015,2425157121,수서한아름,매매,고/15,250000,0,25억,188,163.68,남향,로얄동  수리함  즉시입주 협의가능,"['25년이상', '역세권', '대형평수', '방네개이상']",101동
2547,11016,2425330440,삼익,전세,고/15,55000,0,"5억 5,000",86,60.0,남서향,"난방포함 올수리. 조망 굿,신혼부부강추.오래살수있어요.","['25년이상', '융자금없는', '올수리', '역세권']",405동
2548,11017,2425328826,삼익,전세,저/15,75000,0,"7억 5,000",115,84.48,남향,올수리. 반전세도가능.보증금협의.,"['25년이상', '올수리', '역세권', '방세개']",402동
2549,11018,2425164329,신동아,월세,고/15,1000,110,"1,000",49,33.18,남동향,저렴한 월세,"['25년이상', '역세권', '대단지', '소형평수']",704동
2550,11019,2425332184,삼익,매매,고/15,135000,0,"13억 5,000",86,60.0,남서향,"입주가능,앞뒤 조망 굿,로얄동 로얄층.","['25년이상', '역세권', '방두개', '화장실한개']",403동
