atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,town,road_address,address
2429593637,선릉LG에클라트(B동),오피스텔,매매,7/15,40000,0,4억,68,39.99,북향,2024-06-17T00:00:00,37.506094,127.050508,"사업자포괄양수도, 사업자매물, 현재월세임대중, 선릉역5분거리","['25년이내', '역세권', '화장실한개', '방한개']",B동,강남구삼성2동,,
2429692643,대치트레비스타,오피스텔,전세,10/11,22000,0,"2억 2,000",31,17.68,남향,2024-06-17T00:00:00,37.505457,127.054654,대치동 선호도좋은 C타입 전세매물,"['4년이내', '역세권', '소형평수', '방한개']",101동,강남구삼성2동,,
2429660314,선릉LG에클라트(B동),오피스텔,월세,8/15,1000,100,"1,000",68,39.99,북향,2024-06-17T00:00:00,37.506094,127.050508,업무용으로 사업자등록 있어야됩니다.,"['25년이내', '역세권', '화장실한개', '방한개']",B동,강남구삼성2동,,
2429725218,선릉LG에클라트(B동),오피스텔,월세,5/15,1000,100,"1,000",68,39.99,북향,2024-06-17T00:00:00,37.506094,127.050508,주차확실한 선릉역 초역세권 주거용오피스텔,"['25년이내', '융자금없는', '역세권']",B동,강남구삼성2동,,
2429613687,선릉역대우아이빌5차,오피스텔,월세,5/13,200,155,200,59,33.02,남향,2024-06-17T00:00:00,37.504434,127.05149,"즉시 입주 가능한 풀옵션 단기, 초역세권, 선릉역 도2분","['25년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2429583595,대치트레비스타,오피스텔,월세,9/11,180,130,180,31,17.68,남향,2024-06-17T00:00:00,37.505457,127.054654,"전입신고 가능 단기, 스타일러 기본옵션, 신축급 오피스텔, 초역세권","['4년이내', '역세권', '화장실한개']",101동,강남구삼성2동,,
2429587540,대치트레비스타,오피스텔,월세,10/11,135,135,135,31,17.68,남향,2024-06-17T00:00:00,37.505457,127.054654,"풀옵션 단기, 신축급오피스텔 귀한 전세","['4년이내', '역세권', '화장실한개']",101동,강남구삼성2동,,
2429658906,선릉LG에클라트(B동),오피스텔,매매,5/15,32000,0,"3억 2,000",68,39.99,남향,2024-06-17T00:00:00,37.506094,127.050508,실입주 협의 가능합니다.,"['25년이내', '역세권', '화장실한개', '방한개']",B동,강남구삼성2동,,
2429537056,선릉LG에클라트(B동),오피스텔,매매,4/15,32500,0,"3억 2,500",68,39.99,북향,2024-06-17T00:00:00,37.506094,127.050508,사업자등록 없는 매매입니다.,"['25년이내', '역세권', '화장실한개', '방한개']",B동,강남구삼성2동,,
2429492418,선릉LG에클라트(B동),오피스텔,매매,4/15,33000,0,"3억 3,000",68,40.11,남향,2024-06-17T00:00:00,37.506094,127.050508,실입주 협의 가능합니다. 남향,"['25년이내', '역세권', '화장실한개', '방한개']",B동,강남구삼성2동,,
2429534347,선릉LG에클라트(B동),오피스텔,전세,5/15,28000,0,"2억 8,000",68,39.99,북향,2024-06-17T00:00:00,37.506094,127.050508,전입신고 가능하고 전세대출 가능합니다.,"['25년이내', '역세권', '화장실한개', '방한개']",B동,강남구삼성2동,,
2427966292,삼성롯데캐슬클라쎄,오피스텔,매매,10/18,29000,0,"2억 9,000",30,19.89,남향,2024-06-07T00:00:00,37.50597,127.049919,월세 100만원받는 효자오피스텔 클라쎄 원룸형  고층 분양가 매매,"['10년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2427777804,어반포레스트삼성,오피스텔,매매,12/13,113000,0,"11억 3,000",56,40.53,북동향,2024-06-07T00:00:00,37.50688,127.053602,,"['2년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2427793542,로프트아파트먼트대치,오피스텔,전세,4/9,57000,0,"5억 7,000",109,47.96,남향,2024-06-06T00:00:00,37.500741,127.051864,"한티역인근3룸2욕실,풀옵션,채광 좋음,보증금 조정가능","['10년이내', '화장실두개', '방세개']",1동,강남구삼성2동,,
2429600295,삼성롯데캐슬클라쎄,오피스텔,매매,9/18,58000,0,"5억 8,000",61,29.37,남향,2024-06-17T00:00:00,37.50597,127.049919,분리형구조 고층 전망트임 내부컨디션좋음 입주협의,"['10년이내', '역세권', '세대분리', '소형평수']",1동,강남구삼성2동,,
2427582818,로프트아파트먼트대치,오피스텔,월세,4/9,5000,250,"5,000",109,47.96,남향,2024-06-05T00:00:00,37.500741,127.051864,"한티역인근3룸2욕실,풀옵션,채광 좋음,보증금 조정가능","['10년이내', '화장실두개', '방세개']",1동,강남구삼성2동,,
2427642447,대치트레비스타,오피스텔,전세,3/11,22000,0,"2억 2,000",31,17.68,남향,2024-06-05T00:00:00,37.505457,127.054654,신축 버팀목전세대출 보증보험 가능 ,"['4년이내', '역세권', '소형평수', '방한개']",101동,강남구삼성2동,,
2429439075,삼성롯데캐슬클라쎄,오피스텔,매매,11/18,28800,0,"2억 8,800",30,19.89,남향,2024-06-15T00:00:00,37.50597,127.049919,실입주 협의가능한 선릉역 초역세권 자주식주차 편리한 방,"['10년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2427414536,삼성롯데캐슬클라쎄,오피스텔,매매,8/18,32500,0,"3억 2,500",46,21.87,북서향,2024-06-04T00:00:00,37.50597,127.049919,"선릉역 도보1분거리, 북향","['10년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2427543672,선릉역롯데골드로즈II,오피스텔,전세,7/22,26000,0,"2억 6,000",67,39.0,서향,2024-06-05T00:00:00,37.504213,127.052058,대출.보험.전입 가능. 협의입주 가능.,"['25년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2429376624,선릉역롯데골드로즈II,오피스텔,월세,7/22,26000,5,"2억 6,000",67,39.0,서향,2024-06-15T00:00:00,37.504213,127.052058,"보증보험ok,대출ok","['25년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2429317391,선릉LG에클라트(B동),오피스텔,매매,2/15,32000,0,"3억 2,000",56,32.69,남향,2024-06-14T00:00:00,37.506094,127.050508,"남향,주거 업무 겸용,실입주가능","['25년이내', '역세권', '필로티', '소형평수']",B동,강남구삼성2동,,
2429316760,삼성롯데캐슬클라쎄,오피스텔,매매,11/18,30000,0,3억,30,19.89,남향,2024-06-14T00:00:00,37.50597,127.049919,"선릉역역세권,실매물,남향","['10년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2429121219,더나인,오피스텔,월세,3/15,1000,95,"1,000",58,32.34,북향,2024-06-14T00:00:00,37.503988,127.051009,사업자호실  주거사용불가,"['25년이내', '역세권', '필로티', '화장실한개']",1동,강남구삼성2동,,
2429265851,퍼시픽,오피스텔,전세,9/10,25000,0,"2억 5,000",38,21.12,북동향,2024-06-14T00:00:00,37.506552,127.052741,올수리된 집,"['25년이상', '올수리', '역세권']",101동,강남구삼성2동,,
2429292571,선릉LG에클라트(B동),오피스텔,전세,4/15,45000,0,"4억 5,000",91,53.43,북향,2024-06-14T00:00:00,37.506094,127.050508,전입대출가능한 인기많은오피스텔 선호도좋은타입 전세매물,"['25년이내', '역세권', '방두개', '화장실한개']",B동,강남구삼성2동,,
2429162970,선릉역롯데골드로즈II,오피스텔,전세,5/22,27000,0,"2억 7,000",67,39.0,서향,2024-06-14T00:00:00,37.504213,127.052058,전입 및 대출 가능 보험가능,"['25년이내', '융자금없는', '역세권']",1동,강남구삼성2동,,
2426994635,아티스톤,오피스텔,매매,3/12,82000,0,"8억 2,000",99,36.71,남향,2024-06-03T00:00:00,37.501091,127.051665,주인직매물 확장 시스템에어컨 냉장고 세탁건조기 대치학원가 선릉역세권,"['2년이내', '역세권', '방두개', '화장실한개']",1동,강남구삼성2동,,
2427165869,어반포레스트삼성,오피스텔,월세,12/13,3000,270,"3,000",53,38.79,북향,2024-06-03T00:00:00,37.50688,127.053602,최고의 입지 선정릉이 보이는 오피스텔,"['2년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2429129726,삼성롯데캐슬클라쎄,오피스텔,월세,11/18,2000,162,"2,000",61,29.37,동향,2024-06-14T00:00:00,37.50597,127.049919,"방거실 분리형구조, 업무용","['10년이내', '역세권', '세대분리']",1동,강남구삼성2동,,
2429089711,선릉LG에클라트(B동),오피스텔,매매,4/15,32500,0,"3억 2,500",68,39.99,남향,2024-06-13T00:00:00,37.506094,127.050508,사업자등록 없는 매매입니다.,"['25년이내', '역세권', '화장실한개', '방한개']",B동,강남구삼성2동,,
2429048231,선릉LG에클라트(B동),오피스텔,전세,6/15,28000,0,"2억 8,000",68,39.99,북향,2024-06-13T00:00:00,37.506094,127.050508,"전입신고가능,전망트임,내부깔끔,주차1대무료,선릉역5분거리","['25년이내', '융자금없는', '역세권', '화장실한개']",B동,강남구삼성2동,,
2429033296,선릉역대우아이빌5차,오피스텔,월세,2/13,1000,75,"1,000",53,30.1,북향,2024-06-13T00:00:00,37.504434,127.05149,,"['25년이내', '융자금없는', '역세권', '필로티']",1동,강남구삼성2동,,
2429107131,SK허브,오피스텔,월세,13/18,2000,190,"2,000",111,56.17,동향,2024-06-13T00:00:00,37.503523,127.049115,투룸 거실 분리형 업무용,"['25년이내', '역세권', '세대분리', '화장실한개']",101동,강남구삼성2동,,
2429088476,선릉LG에클라트(B동),오피스텔,매매,4/15,60000,0,6억,91,53.43,남향,2024-06-13T00:00:00,37.506094,127.050508,"투룸,거실구조.","['25년이내', '역세권', '방두개', '화장실한개']",B동,강남구삼성2동,,
2427231962,삼성롯데캐슬클라쎄,오피스텔,매매,5/18,53000,0,"5억 3,000",61,29.37,동향,2024-06-03T00:00:00,37.50597,127.049919,1룸1거실 최저가 매매 전세끼고 매매 갭투자1.1억가능,"['10년이내', '테라스', '역세권']",1동,강남구삼성2동,,
2427060698,아티스톤,오피스텔,매매,5/12,46000,0,"4억 6,000",63,23.34,서향,2024-06-03T00:00:00,37.501091,127.051665,대치동 학원가 투자하기 좋은 오피스텔,"['2년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2428978699,더나인,오피스텔,전세,6/15,20000,0,2억,54,29.97,남동향,2024-06-13T00:00:00,37.503988,127.051009,실제더넓은원룸 시세대비저렴 빠른계약예상,"['25년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2428823983,더나인,오피스텔,전세,13/15,20000,0,2억,54,29.97,남향,2024-06-12T00:00:00,37.503988,127.051009,입주협의 전세권 설정 조건,"['25년이내', '융자금없는', '역세권']",1동,강남구삼성2동,,
2428832842,선릉역롯데골드로즈,오피스텔,월세,4/17,1000,100,"1,000",55,32.0,북향,2024-06-12T00:00:00,37.504205,127.051017,빠른입주 가능,"['25년이내', '융자금없는', '역세권']",1동,강남구삼성2동,,
2428859346,선릉역롯데골드로즈,오피스텔,월세,6/17,1000,100,"1,000",55,32.0,북향,2024-06-12T00:00:00,37.504205,127.051017,선릉역 초 역세권 고급 주거용 오피스텔,"['25년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2428806522,선릉LG에클라트(B동),오피스텔,매매,6/15,36000,0,"3억 6,000",68,39.99,북향,2024-06-12T00:00:00,37.506094,127.050508,내부 깔끔.  전망 좋고 바닥 수리됨,"['25년이내', '역세권', '화장실한개']",B동,강남구삼성2동,,
2428811209,선릉역롯데골드로즈II,오피스텔,월세,17/22,2000,140,"2,000",87,50.73,남향,2024-06-12T00:00:00,37.504213,127.052058,대치동 분리형원룸 로얄타입 월세매물,"['25년이내', '역세권', '세대분리', '방한개']",1동,강남구삼성2동,,
2428781486,선릉역대우아이빌5차,오피스텔,전세,3/13,22000,0,"2억 2,000",53,30.1,남향,2024-06-12T00:00:00,37.504434,127.05149,빠른입주가능한 전세매물 융자없습니다,"['25년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2428752924,선릉역롯데골드로즈,오피스텔,매매,16/17,21000,0,"2억 1,000",55,32.0,북향,2024-06-12T00:00:00,37.504205,127.051017,대치동 인기좋은 오피스텔 매물,"['25년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2428750526,삼성롯데캐슬클라쎄,오피스텔,매매,11/18,52000,0,"5억 2,000",61,29.37,동향,2024-06-12T00:00:00,37.50597,127.049919,분리형구조 역세권 자주식주차 신축급컨디션 로얄층,"['10년이내', '역세권', '세대분리', '소형평수']",1동,강남구삼성2동,,
2428726356,대치대우아이빌멤버스4차,오피스텔,매매,4/12,23000,0,"2억 3,000",46,25.7,서향,2024-06-12T00:00:00,37.504479,127.053808,,"['25년이내', '역세권', '화장실한개', '소형평수']",101동,강남구삼성2동,,
2430389119,강남드림하이,오피스텔,매매,5/8,55000,0,"5억 5,000",108,49.08,남향,2024-06-20T00:00:00,37.466348,127.100717,"1.5룸 정남향, 막힘없는 뷰,세안고매매","['10년이내', '복층', '방한개', '화장실한개']",1동,강남구세곡동,,
2430390947,천석1차,오피스텔,전세,6/8,30000,0,3억,81,42.5,남향,2024-06-20T00:00:00,37.466313,127.101395,"구조좋음, 2룸 입주협으가능","['10년이내', '융자금없는', '화장실한개']",1동,강남구세곡동,,
2430171545,강남드림하이,오피스텔,매매,6/8,25000,0,"2억 5,000",60,27.03,북향,2024-06-20T00:00:00,37.466348,127.100717,"풀옵션 복층구조,관리상태 좋음, 생활편리","['10년이내', '복층', '소형평수', '방한개']",1동,강남구세곡동,,
2430292148,강남레체,오피스텔,매매,3/8,21000,0,"2억 1,000",62,28.64,서향,2024-06-20T00:00:00,37.466087,127.10129,"풀옵션 주차가능,확트인뷰,주변상권굿.조용하고 깨끄한 오피스텔 입니다.","['10년이내', '화장실한개', '방한개', '중층']",1동,강남구세곡동,,
2430163320,라온프라이빗시티강남,오피스텔,전세,3/8,42000,0,"4억 2,000",119,58.72,북향,2024-06-19T00:00:00,37.466763,127.100134,"3룸 입주 협의 가능, 상업지역내, 주차좋음","['10년이내', '필로티', '화장실한개']",1동,강남구세곡동,,
2429822917,라온프라이빗시티강남,오피스텔,매매,4/8,49000,0,"4억 9,000",119,58.72,북향,2024-06-18T00:00:00,37.466763,127.100134,3룸 아파트구조형 상권교통편리함,"['10년이내', '화장실한개', '방세개', '중층']",1동,강남구세곡동,,
2429955956,천석1차,오피스텔,월세,8/8,5000,140,"5,000",89,46.05,서향,2024-06-18T00:00:00,37.466313,127.101395,세곡동 투룸 오피스텔 월세,"['10년이내', '융자금없는', '화장실한개']",1동,강남구세곡동,,
2429949933,강남지웰파인즈,오피스텔,매매,8/8,36500,0,"3억 6,500",87,38.36,북향,2024-06-18T00:00:00,37.466887,127.100931,강남구 지웰파인즈 로얄 호실 매매,"['10년이내', '화장실한개', '탑층']",1동,강남구세곡동,,
2429670498,강남드림하이,오피스텔,월세,7/8,4000,150,"4,000",93,42.46,남향,2024-06-17T00:00:00,37.466348,127.100717,"정남향, 1룸1거실,층고높고 개방감 좋은 선호하는 타입오피스텔입니다.","['10년이내', '복층', '화장실한개']",1동,강남구세곡동,,
2429660768,센트라빌,오피스텔,매매,5/8,41000,0,"4억 1,000",98,45.01,남서향,2024-06-17T00:00:00,37.466476,127.101337,"입주가능한2룸,살기편한구조,주변상권굿,풀옵션,조용하게 살기좋은오피임","['10년이내', '화장실한개', '방두개']",1동,강남구세곡동,,
2429403932,강남지웰파인즈,오피스텔,매매,5/8,39000,0,"3억 9,000",87,38.36,북향,2024-06-15T00:00:00,37.466887,127.100931,풀옵션.복층.뻥뷰큰욕실.주차편리.사업자용,"['10년이내', '복층', '화장실한개']",1동,강남구세곡동,,
2429411000,강남레체,오피스텔,매매,6/8,21000,0,"2억 1,000",64,29.47,동향,2024-06-15T00:00:00,37.466087,127.10129,"급매    구조,수납좋은 실입주 원룸.생활권편리","['10년이내', '급매', '화장실한개', '방한개']",1동,강남구세곡동,,
2429414679,강남지웰파인즈,오피스텔,매매,7/8,35000,0,"3억 5,000",87,38.36,북향,2024-06-15T00:00:00,37.466887,127.100931,급매.실입주가능.수납좋은 분리형 원룸.복층.공기좋은 편리한 강남생활권,"['10년이내', '복층', '세대분리']",1동,강남구세곡동,,
2429410667,센트라빌,오피스텔,전세,7/8,43000,0,"4억 3,000",125,58.31,동향,2024-06-15T00:00:00,37.466476,127.101337,,"['10년이내', '화장실한개', '방두개']",1동,강남구세곡동,,
2428892942,천석1차,오피스텔,매매,2/8,34000,0,"3억 4,000",89,46.05,남향,2024-06-13T00:00:00,37.466313,127.101395,"풀옵션2룸,교통굿,상권굿","['10년이내', '필로티', '화장실한개']",1동,강남구세곡동,,
2429078094,라온프라이빗시티강남,오피스텔,매매,8/8,47000,0,"4억 7,000",103,50.72,남향,2024-06-13T00:00:00,37.466763,127.100134,"해잘드는 집, 2룸아파텔, 관리상태 좋음,입주협의","['10년이내', '탑층', '방두개', '화장실한개']",1동,강남구세곡동,,
2429079474,강남드림하이,오피스텔,매매,5/8,46000,0,"4억 6,000",93,42.46,남향,2024-06-13T00:00:00,37.466348,127.100717,"입주가능, 풀옵션1.5룸, 트인뷰, 생활편리","['10년이내', '복층', '방한개', '화장실한개']",1동,강남구세곡동,,
2429112660,센트라빌,오피스텔,전세,5/8,34000,0,"3억 4,000",98,45.01,남서향,2024-06-13T00:00:00,37.466476,127.101337,"2룸,풀옵션,살기좋음,주변편의시설굿,세곡천근접,조용하게 살기좋은오피임","['10년이내', '융자금없는', '화장실한개']",1동,강남구세곡동,,
2429030494,강남드림하이,오피스텔,매매,6/8,39500,0,"3억 9,500",90,40.92,서향,2024-06-13T00:00:00,37.466348,127.100717,"입주가능, 트인 개방감.","['10년이내', '복층', '방한개', '화장실한개']",1동,강남구세곡동,,
2428663586,강남드림하이,오피스텔,매매,7/8,35000,0,"3억 5,000",76,34.6,동향,2024-06-11T00:00:00,37.466348,127.100717,"입주가능, 풀옵션1.5룸, 생활편리","['10년이내', '복층', '방한개', '화장실한개']",1동,강남구세곡동,,
2428686759,센트라빌,오피스텔,매매,7/8,45000,0,"4억 5,000",95,44.28,동향,2024-06-11T00:00:00,37.466476,127.101337,급매. 갭투자. 월세수입. 미래가치투자. 뷰 굿,"['10년이내', '급매', '방두개']",1동,강남구세곡동,,
2428701061,천석1차,오피스텔,매매,3/8,34000,0,"3억 4,000",81,42.5,남향,2024-06-11T00:00:00,37.466313,127.101395,풀옵션.투룸오피스텔.전세안고매매가능.주거환경좋은 세곡동,"['10년이내', '화장실한개', '방두개']",1동,강남구세곡동,,
2428565763,센트라빌,오피스텔,전세,2/8,38000,0,"3억 8,000",110,50.89,북서향,2024-06-11T00:00:00,37.466476,127.101337,큰평수 방문가능. 넓고 쾌적한구조. 거주 만족도 높은 인기 구조. 풀옵션,"['10년이내', '융자금없는', '방두개']",1동,강남구세곡동,,
2428451485,천석1차,오피스텔,매매,6/8,34000,0,"3억 4,000",81,42.5,남향,2024-06-10T00:00:00,37.466313,127.101395,"입주 가능한 급매, 2룸 구조좋음","['10년이내', '급매', '화장실한개']",1동,강남구세곡동,,
2428286364,강남드림하이,오피스텔,매매,7/8,34000,0,"3억 4,000",76,34.6,동향,2024-06-10T00:00:00,37.466348,127.100717,"입주가능1,5룸 ,풀옵션, 주변상권굿,주차편리,살기좋은 오피스텔 입니다.","['10년이내', '복층', '화장실한개']",1동,강남구세곡동,,
2430268839,강남레체,오피스텔,월세,5/8,1000,95,"1,000",64,29.47,동향,2024-06-20T00:00:00,37.466087,127.10129," 구조,수납좋은 실입주 원룸.생활권편리","['10년이내', '융자금없는', '화장실한개', '방한개']",1동,강남구세곡동,,
2427967637,라온프라이빗시티강남,오피스텔,매매,3/8,49500,0,"4억 9,500",119,58.72,북향,2024-06-07T00:00:00,37.466763,127.100134,아파트형구조 상권교통편리함,"['10년이내', '필로티', '화장실한개', '방세개']",1동,강남구세곡동,,
2427965879,라온프라이빗시티강남,오피스텔,매매,8/8,43000,0,"4억 3,000",103,50.72,동향,2024-06-07T00:00:00,37.466763,127.100134,아파트형. 편의시설 인접. 관리 잘 된 집.,"['10년이내', '탑층', '방두개']",1동,강남구세곡동,,
2427967376,라온프라이빗시티강남,오피스텔,매매,7/8,50000,0,5억,119,58.72,남향,2024-06-07T00:00:00,37.466763,127.100134,3룸아파트형구조 상권교통편리함,"['10년이내', '화장실한개', '방세개']",1동,강남구세곡동,,
2429731866,강남드림하이,오피스텔,월세,6/8,2000,140,"2,000",93,42.46,남향,2024-06-17T00:00:00,37.466348,127.100717,"정남향,층고가 높아서 개방감굿,주면편의시설근접.조요하게 살기좋은오피스텔임","['10년이내', '융자금없는', '복층']",1동,강남구세곡동,,
2429539881,강남드림하이,오피스텔,매매,2/8,42500,0,"4억 2,500",93,42.46,남향,2024-06-17T00:00:00,37.466348,127.100717,"입주가능,남향 공원뷰,주변상권굿,조용하게 살기좋은 오피스텔입니다.","['10년이내', '복층', '필로티', '화장실한개']",1동,강남구세곡동,,
2429664074,라온프라이빗시티강남,오피스텔,전세,3/8,37000,0,"3억 7,000",119,58.72,남향,2024-06-17T00:00:00,37.466763,127.100134,"방3화장실1,밝은남향,주차편리 ,주변생활상권굿,살기편한아파텔입니다.","['10년이내', '융자금없는', '필로티']",1동,강남구세곡동,,
2427605063,강남지웰파인즈,오피스텔,매매,6/8,20500,0,2억 500,56,24.66,남향,2024-06-05T00:00:00,37.466887,127.100931,"입주가능,복층1룸,생활편의시설굿,주차편리,깨끗하게 잘 관리되었습니다.","['10년이내', '복층', '화장실한개', '소형평수']",1동,강남구세곡동,,
2427673031,강남지웰파인즈,오피스텔,월세,8/8,3000,130,"3,000",87,38.36,북향,2024-06-05T00:00:00,37.466887,127.100931,"그림같은 뻥 뷰.구조좋은 복층.수납짱 풀옵션, 쇼파,식탁등 가구사용가능","['10년이내', '융자금없는', '복층']",1동,강남구세곡동,,
2429409430,강남지웰파인즈,오피스텔,매매,7/8,39000,0,"3억 9,000",87,38.36,북향,2024-06-15T00:00:00,37.466887,127.100931, 로얄층 뻥뷰.구조좋은 복층.수납짱 풀옵션.실입주가능,"['10년이내', '복층', '화장실한개']",1동,강남구세곡동,,
2428898021,강남드림하이,오피스텔,월세,6/8,3000,110,"3,000",76,34.6,동향,2024-06-13T00:00:00,37.466348,127.100717,층고 높은  복층  오피스텔.,"['10년이내', '복층', '화장실한개', '방한개']",1동,강남구세곡동,,
2428855087,강남드림하이,오피스텔,전세,6/8,35000,0,"3억 5,000",93,42.46,남향,2024-06-12T00:00:00,37.466348,127.100717,"반전세도 가능, 빠른입주 가능, 남향 1.5룸","['10년이내', '융자금없는', '복층', '화장실한개']",1동,강남구세곡동,,
2426925339,강남지웰파인즈,오피스텔,매매,5/8,40000,0,4억,87,38.36,남향,2024-06-01T00:00:00,37.466887,127.100931,조망굿o입주조율o풀옵션o주차편리,"['10년이내', '화장실한개', '방한개']",1동,강남구세곡동,,
2428531999,라온프라이빗시티강남,오피스텔,매매,6/8,46000,0,"4억 6,000",103,50.72,북향,2024-06-11T00:00:00,37.466763,127.100134,"입주가능,2룸,아파텔,주변상권좋고 주차편리함,조용하게 살기좋은 오피스텔임","['10년이내', '방두개', '화장실한개']",1동,강남구세곡동,,
2426607051,강남드림하이,오피스텔,매매,4/8,33000,0,"3억 3,000",76,34.6,서향,2024-05-31T00:00:00,37.466348,127.100717,"풀옵션, 관리잘된 깨끗한 집, 생활편리","['10년이내', '복층', '방한개', '화장실한개']",1동,강남구세곡동,,
2426606965,라온프라이빗시티강남,오피스텔,매매,8/8,43000,0,"4억 3,000",103,50.72,남향,2024-05-31T00:00:00,37.466763,127.100134,"해잘드는 집, 2룸아파텔, 관리상태 좋음","['10년이내', '탑층', '방두개', '화장실한개']",1동,강남구세곡동,,
2426606845,강남드림하이,오피스텔,매매,5/8,35000,0,"3억 5,000",76,34.6,동향,2024-05-31T00:00:00,37.466348,127.100717,"입주가능,풀옵션 복층구조,관리상태 좋음","['10년이내', '복층', '방한개', '화장실한개']",1동,강남구세곡동,,
2426548761,강남드림하이,오피스텔,전세,8/8,35200,0,"3억 5,200",93,42.46,남향,2024-05-30T00:00:00,37.466348,127.100717,남향 공원뷰 선호도 가장 높은 오피스텔,"['10년이내', '융자금없는', '탑층']",1동,강남구세곡동,,
2428437722,강남드림하이,오피스텔,매매,3/8,45000,0,"4억 5,000",93,42.46,남향,2024-06-10T00:00:00,37.466348,127.100717,월세 잘 나오는 투자목적으로 좋은 오피스텔입니다.,"['10년이내', '방한개', '화장실한개', '중층']",1동,강남구세곡동,,
2426264767,강남드림하이,오피스텔,매매,3/8,39500,0,"3억 9,500",90,40.92,동향,2024-05-29T00:00:00,37.466348,127.100717,컨디션 좋은 복층형 1.5룸 오피스텔,"['10년이내', '복층', '방한개']",1동,강남구세곡동,,
2425978188,강남지웰파인즈,오피스텔,매매,5/8,23000,0,"2억 3,000",56,24.66,남향,2024-05-28T00:00:00,37.466887,127.100931,급매 .즉시입주가능.풀옵션 복층,"['10년이내', '복층', '급매', '소형평수']",1동,강남구세곡동,,
2426188914,강남드림하이,오피스텔,매매,5/8,18000,0,"1억 8,000",48,21.7,동향,2024-05-28T00:00:00,37.466348,127.100717,환경좋은 세곡동 복층 원룸 급매,"['10년이내', '복층', '급매', '소형평수']",1동,강남구세곡동,,
2426146794,강남지웰파인즈,오피스텔,매매,8/8,22000,0,"2억 2,000",56,24.66,남향,2024-05-28T00:00:00,37.466887,127.100931,층간소음없는로얄 탑층.남향.뷰.조망굿.풀옵션복층.실입주가능.전세끼고매매,"['10년이내', '복층', '소형평수', '탑층']",1동,강남구세곡동,,
2427752057,강남레체,오피스텔,월세,7/8,2000,100,"2,000",62,28.64,서향,2024-06-07T00:00:00,37.466087,127.10129,"뷰굿  얼음정수기, 인터넷사용포함, 풀옵션 ","['10년이내', '융자금없는', '화장실한개', '방한개']",1동,강남구세곡동,,
2427945272,라온프라이빗시티강남,오피스텔,전세,5/8,37000,0,"3억 7,000",103,50.72,동향,2024-06-07T00:00:00,37.466763,127.100134,"2룸 입주 협의 가능, 구조좋음","['10년이내', '화장실한개', '방두개']",1동,강남구세곡동,,
2425976868,센트라빌,오피스텔,매매,2/8,47000,0,"4억 7,000",98,45.01,남향,2024-05-27T00:00:00,37.466476,127.101337,입주가능 아파트형2룸 인기매물,"['10년이내', '화장실한개', '방두개', '관리비20만원이하']",1동,강남구세곡동,,
2425918046,강남지웰파인즈,오피스텔,매매,7/8,39800,0,"3억 9,800",87,38.36,북향,2024-05-27T00:00:00,37.466887,127.100931,강남구 지웰파인즈 로얄 호실 매매,"['10년이내', '화장실한개', '방한개']",1동,강남구세곡동,,
2425795754,센트라빌,오피스텔,매매,3/8,20000,0,2억,60,27.35,북향,2024-05-27T00:00:00,37.466476,127.101337,"급매가격,갭투자가능.주변상권좋음, 풀옵션1룸입니다.","['10년이내', '급매', '화장실한개', '소형평수']",1동,강남구세곡동,,
2426139879,라온프라이빗시티강남,오피스텔,매매,3/8,52000,0,"5억 2,000",103,50.72,남향,2024-05-28T00:00:00,37.466763,127.100134,"업무용오피스텔 매매,아파트형2룸,귀한남향형,4프로대 수익률","['10년이내', '필로티', '화장실한개', '방두개']",1동,강남구세곡동,,
2427800987,강남드림하이,오피스텔,월세,3/8,1000,95,"1,000",48,21.7,동향,2024-06-07T00:00:00,37.466348,127.100717,"복층원룸,풀옵션,일반사업자","['10년이내', '융자금없는', '복층', '화장실한개']",1동,강남구세곡동,,
2427525370,라온프라이빗시티강남,오피스텔,매매,6/8,48000,0,"4억 8,000",103,50.72,북향,2024-06-05T00:00:00,37.466763,127.100134,관리잘 된 집. 아파트형. 미래가치투자.,"['10년이내', '방두개', '화장실한개']",1동,강남구세곡동,,
2425575515,센트라빌,오피스텔,매매,7/8,42000,0,"4억 2,000",99,46.07,북향,2024-05-25T00:00:00,37.466476,127.101337,급매. 미래가치 갭투자. 깔끔한 투룸. 편의시설인접,"['10년이내', '급매', '방두개']",1동,강남구세곡동,,
