atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,town,road_address,address
2430052505,스톤빌리지대치3차(도시형),아파트,전세,5/6,46000,0,"4억 6,000",43,36.41,남향,2024-06-19T00:00:00,37.501034,127.054306,"전세대출불가, 보증보험가입, 대치동학원가중심,선릉역10분, 추천합니다.","['10년이내', '융자금없는', '화장실한개', '소형평수']",102동,강남구삼성2동,,
2430052983,스톤빌리지대치3차(도시형),아파트,월세,3/6,20000,110,2억,44,37.16,동향,2024-06-19T00:00:00,37.501034,127.054306,"전세대출가능, 대치동학원가중심,선릉역10분, 추천합니다.","['10년이내', '융자금없는', '화장실한개']",102동,강남구삼성2동,,
2429992173,삼성우정에쉐르II(주상복합),아파트,월세,8/13,30000,100,3억,71,59.64,남향,2024-06-19T00:00:00,37.507055,127.05477,"상태 깔끔합니다.입주 협의,일부 수리가능","['25년이내', '방세개', '화장실두개', '중층']",1동,강남구삼성2동,,
2430088048,테헤란로대우아이빌(주상복합),아파트,전세,23/26,69000,0,"6억 9,000",79,59.83,남향,2024-06-19T00:00:00,37.505662,127.054087,"초역세권  자주식주차,깔끔한 인테리어와 대출0원,로얄층 환상적인 뷰","['25년이내', '역세권', '방두개']",1동,강남구삼성2동,,
2429867134,대치풍림아이원1차,아파트,매매,1/7,170000,0,17억,94,84.87,남향,2024-06-18T00:00:00,37.501668,127.054963,"정남향, 전원뷰인집,휘문중,진선여중고, 내부올수리하여 상태 깔끔,","['25년이내', '올수리', '1층', '방세개']",102동,강남구삼성2동,,
2430036002,삼성우정에쉐르II(주상복합),아파트,전세,8/13,54000,0,"5억 4,000",71,59.64,남향,2024-06-19T00:00:00,37.507055,127.05477,상태 깔끔합니다. 빠른입주 가능,"['25년이내', '방세개', '화장실두개', '중층']",1동,강남구삼성2동,,
2429865828,개나리SK뷰,아파트,매매,9/25,310000,0,31억,112,84.99,동향,2024-06-18T00:00:00,37.500951,127.049848,"올확장, 도성초, 선릉역 도보6분, 내부컨디션최고, 적극 추천합니다.","['15년이내', '역세권', '방세개']",501동,강남구삼성2동,,
2429864632,대치우정에쉐르1(주상복합),아파트,전세,8/11,70000,0,7억,68,59.75,남동향,2024-06-18T00:00:00,37.504599,127.054179,선릉 초역세 쓰리룸 신혼부부 강추 빠른입주 모든조건협의,"['25년이내', '역세권', '방세개', '화장실두개']",1동,강남구삼성2동,,
2429675379,스톤빌리지대치3차(도시형),아파트,전세,2/6,47250,0,"4억 7,250",44,36.98,남향,2024-06-17T00:00:00,37.501034,127.054306,더블역세권 신축급컨디션 교통편리 학군우수 전세대출가능 자주식주차편리,"['10년이내', '필로티', '화장실한개', '소형평수']",102동,강남구삼성2동,,
2429675957,스톤빌리지대치3차(도시형),아파트,전세,2/6,46000,0,"4억 6,000",42,36.09,남향,2024-06-17T00:00:00,37.501034,127.054306,더블역세권 신축급컨디션 교통편리 학군우수 전세대출가능 자주식주차편리,"['10년이내', '필로티', '화장실한개', '소형평수']",102동,강남구삼성2동,,
2429487570,현대썬앤빌테헤란(도시형),아파트,전세,5/8,43000,0,"4억 3,000",55,33.31,동향,2024-06-17T00:00:00,37.504421,127.054604,실사진O. 선릉역 역세권. 깔끔한 원룸,"['10년이내', '화장실한개', '소형평수']",1동,강남구삼성2동,,
2429751358,롯데캐슬,아파트,매매,6/22,255000,0,"25억 5,000",136,105.18,남향,2024-06-17T00:00:00,37.504833,127.056393,41 매매추천  판상선호구조 휘문대명 등 우수학군,"['25년이내', '대형평수', '방네개이상', '화장실두개']",101동,강남구삼성2동,,
2429616890,대치풍림아이원2차,아파트,매매,6/7,250000,0,25억,149,137.4,남향,2024-06-17T00:00:00,37.501407,127.054955,"최근 고급 마감재로 올수리, 빠른입주 가능","['25년이내', '올수리', '대형평수']",202동,강남구삼성2동,,
2430453528,역삼IPARK,아파트,매매,고/17,360000,0,36억,164,131.38,남동향,2024-06-21T00:00:00,37.500311,127.048669,주인 직매물 입주 가능 확장  전망  및 집 상태 최상,"['25년이내', '대형평수', '방네개이상', '화장실두개']",207동,강남구삼성2동,,
2430469636,동부센트레빌,아파트,매매,저/21,210000,0,21억,110,84.97,남향,2024-06-21T00:00:00,37.502515,127.049263,입주가능한 남향 직매물  특올수리  도성초 진선 선릉역5분거리,"['25년이상', '올수리', '역세권', '방세개']",1동,강남구삼성2동,,
2430485574,개나리푸르지오,아파트,전세,저/24,175000,0,"17억 5,000",166,133.16,남향,2024-06-21T00:00:00,37.500036,127.05038,직매물 남향 정원뷰 확장,"['25년이내', '역세권', '대형평수', '방네개이상']",303동,강남구삼성2동,,
2429423728,대치우정에쉐르2(주상복합),아파트,전세,11/11,59900,0,"5억 9,900",82,68.59,서향,2024-06-15T00:00:00,37.504289,127.052555,컨디션 우수 채광 굿 층간소음 걱정X 임대사업자 내부 깨끗 입주협의,"['25년이내', '역세권', '탑층', '방세개']",1동,강남구삼성2동,,
2430242475,동부센트레빌,아파트,매매,고/21,180000,0,18억,77,59.82,동향,2024-06-20T00:00:00,37.502515,127.049263,직매물 확장 특올수리 도성초 진선 선릉역세권,"['25년이상', '올수리', '역세권', '방세개']",1동,강남구삼성2동,,
2430451886,롯데캐슬,아파트,매매,중/22,250000,0,25억,136,105.18,남향,2024-06-21T00:00:00,37.504833,127.056393,직매물 확장형 로얄층 대명 휘문 진선등 학군  대치동 학원가 인접,"['25년이내', '대형평수', '방네개이상', '화장실두개']",101동,강남구삼성2동,,
2430355066,동부센트레빌,아파트,전세,저/21,115000,0,"11억 5,000",110,84.97,남향,2024-06-20T00:00:00,37.502515,127.049263,확장 남향 특올수리  도성초 진선 선릉역 5분거리,"['25년이상', '융자금없는', '올수리', '역세권']",1동,강남구삼성2동,,
2430201292,개나리푸르지오,아파트,매매,고/24,370000,0,37억,166,133.16,남향,2024-06-20T00:00:00,37.500036,127.05038,"50.로얄동로얄층.입주가능,확장","['25년이내', '역세권', '대형평수', '방네개이상']",303동,강남구삼성2동,,
2430141518,동부센트레빌,아파트,매매,중/21,190000,0,19억,78,59.97,동향,2024-06-19T00:00:00,37.502515,127.049263,"24.확장,올수리,롯데타워전망,진선여중3분거리,입주가능","['25년이상', '올수리', '역세권', '방세개']",1동,강남구삼성2동,,
2430302747,현대썬앤빌테헤란(도시형),아파트,매매,중/8,50000,0,5억,55,33.09,남서향,2024-06-20T00:00:00,37.504421,127.054604,급매 역세권 편리한 주거환경 분리형 구조 주택임대사업자,"['10년이내', '세대분리', '급매', '소형평수']",1동,강남구삼성2동,,
2430399240,"선릉LG에클라트(B동,주상복합)",아파트,매매,고/15,85000,0,"8억 5,000",63,48.81,동향,2024-06-20T00:00:00,37.506022,127.050655,마스터룸의 선릉뷰가 탁트인 로얄층 투룸 매매,"['25년이내', '역세권', '방두개']",B동,강남구삼성2동,,
2430346223,테헤란로대우아이빌(주상복합),아파트,매매,중/26,40000,0,4억,44,33.11,남향,2024-06-20T00:00:00,37.505662,127.054087,OSEOULO투자추천O아파트O대치동중심O,"['25년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2430130263,대치대우아이빌멤버스4차(주상복합),아파트,매매,중/12,35000,0,"3억 5,000",45,36.56,남향,2024-06-19T00:00:00,37.504669,127.053805,"저렴한 매매, 분리형원룸, 세안고","['25년이내', '역세권', '세대분리', '소형평수']",101동,강남구삼성2동,,
2430017241,"선릉LG에클라트(B동,주상복합)",아파트,매매,고/15,38000,0,"3억 8,000",47,36.35,남향,2024-06-19T00:00:00,37.506022,127.050655,실사진O. 선릉역 초역세권. 올수리된 깔끔한 매물,"['25년이내', '올수리', '역세권']",B동,강남구삼성2동,,
2430059288,대치한신휴플러스,아파트,전세,4/9,100000,0,10억,105,84.99,남향,2024-06-19T00:00:00,37.501461,127.051629,"정남향, 내부상태 깔끔, 선릉역 도보7분, 대치동학원가중심,","['25년이내', '역세권', '방세개', '화장실두개']",101동,강남구삼성2동,,
2430328691,동부센트레빌,아파트,전세,12/21,100000,0,10억,110,84.97,남향,2024-06-20T00:00:00,37.502515,127.049263,남향 채광우수 도성초등 진선여중고 우수한 학군 라인입니다,"['25년이상', '역세권', '방세개', '화장실두개']",1동,강남구삼성2동,,
2428951640,한양립스(주상복합),아파트,전세,8/10,48000,0,"4억 8,000",43,29.01,남서향,2024-06-13T00:00:00,37.506365,127.051728,빠른입주가능 신축2년차 세련된인테리어 2룸 주차가능 선릉역도보5분,"['4년이내', '역세권', '화장실한개']",1동,강남구삼성2동,,
2430155449,삼성우정에쉐르II(주상복합),아파트,전세,저/13,50000,0,5억,71,59.54,남향,2024-06-19T00:00:00,37.507055,127.05477,남향 3룸  빠른입주협의가능 내부상태좋아요,"['25년이내', '융자금없는', '방세개']",1동,강남구삼성2동,,
2430155955,삼성우정에쉐르II(주상복합),아파트,월세,저/13,15000,180,"1억 5,000",71,59.54,남향,2024-06-19T00:00:00,37.507055,127.05477,남향 빠른입주협의가능 내부상태좋음,"['25년이내', '융자금없는', '방세개']",1동,강남구삼성2동,,
2430089270,한양립스(주상복합),아파트,매매,고/10,71000,0,"7억 1,000",43,29.01,동향,2024-06-19T00:00:00,37.506365,127.051728,선릉역세권 신축급 투룸아파트  에어컨3개,"['4년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2430095479,테헤란로대우아이빌(주상복합),아파트,전세,저/26,54900,0,"5억 4,900",79,59.83,북향,2024-06-19T00:00:00,37.505662,127.054087,"컨디션 깔끔, 신혼부부 강력추천.","['25년이내', '역세권', '방두개', '화장실한개']",1동,강남구삼성2동,,
2429577920,동부센트레빌,아파트,매매,고/21,180000,0,18억,78,59.97,동향,2024-06-17T00:00:00,37.502515,127.049263,"24.주인직매물,수리되어깨끗함,롯데타워전망,입주정상","['25년이상', '역세권', '방세개', '화장실한개']",1동,강남구삼성2동,,
2429676335,삼성우정에쉐르II(주상복합),아파트,전세,중/13,54000,0,"5억 4,000",71,59.64,남향,2024-06-17T00:00:00,37.507055,127.05477,삼성역 역세권 인프라우수 기본수리예정 빠른입주협의 기계식주차,"['25년이내', '방세개', '화장실두개', '중층']",1동,강남구삼성2동,,
2429742733,테헤란로대우아이빌(주상복합),아파트,매매,중/26,41000,0,"4억 1,000",44,33.11,남향,2024-06-17T00:00:00,37.505662,127.054087,ALL 리모델링 실입주 물건,"['25년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2429921264,롯데캐슬,아파트,매매,저/22,250000,0,25억,136,105.18,남향,2024-06-18T00:00:00,37.504833,127.056393,41 매매추천 올수리 휘문대명진선학군,"['25년이내', '올수리', '대형평수', '방네개이상']",101동,강남구삼성2동,,
2429981277,롯데캐슬,아파트,매매,중/16,300000,0,30억,176,135.73,남향,2024-06-18T00:00:00,37.504625,127.056215,Ace 53 남향 넓은 거실 방 학군지 도보권,"['25년이내', '대형평수', '방네개이상', '화장실두개']",103동,강남구삼성2동,,
2429516053,래미안펜타빌,아파트,매매,중/14,380000,0,38억,161,135.67,남향,2024-06-17T00:00:00,37.500896,127.048526,"48.확장.올수리, 조망좋은 정원뷰, 도성초.진선학군","['25년이내', '올수리', '대형평수', '방네개이상']",105동,강남구삼성2동,,
2429575569,개나리푸르지오,아파트,월세,중/24,120000,175,12억,167,132.83,남동향,2024-06-17T00:00:00,37.500036,127.05038,50.직매물이며판상형임 오래거주가능하며 교통최고,"['25년이내', '융자금없는', '역세권', '대형평수']",303동,강남구삼성2동,,
2428394056,대치한신휴플러스,아파트,매매,7/9,200000,0,20억,105,84.99,남향,2024-06-10T00:00:00,37.501461,127.051629,,"['25년이내', '역세권', '방세개', '화장실두개']",101동,강남구삼성2동,,
2429693733,테헤란로대우아이빌(주상복합),아파트,전세,고/26,35000,0,"3억 5,000",47,35.51,남향,2024-06-17T00:00:00,37.505662,127.054087,"남향, 막힘없는 강남 최고 조망,자주식주차,시티뷰","['25년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2429736391,대치대우아이빌멤버스4차(주상복합),아파트,전세,중/12,31000,0,"3억 1,000",44,35.23,남향,2024-06-17T00:00:00,37.504669,127.053805,미닫이분리형  전입신고 대출동의가능,"['25년이내', '융자금없는', '역세권', '세대분리']",101동,강남구삼성2동,,
2429579284,대치대우아이빌명문가(주상복합),아파트,매매,고/11,32000,0,"3억 2,000",41,33.06,남향,2024-06-17T00:00:00,37.505138,127.053901,급매,"['25년이내', '역세권', '급매', '소형평수']",1동,강남구삼성2동,,
2430336659,롯데캐슬,아파트,매매,11/16,300000,0,30억,176,135.73,남향,2024-06-20T00:00:00,37.504625,127.056215,"남향뷰 넓은 방과 거실, 대치동 학원가 최근접 교육여건 최고","['25년이내', '대형평수', '방네개이상', '화장실두개']",103동,강남구삼성2동,,
2429552456,미소시티,아파트,전세,중/10,135000,0,"13억 5,000",200,174.77,남향,2024-06-17T00:00:00,37.502526,127.056354,,"['25년이내', '대형평수', '방네개이상', '화장실세개']",1동,강남구삼성2동,,
2428472990,선릉역우정에쉐르멤버스(주상복합),아파트,매매,8/12,28000,0,"2억 8,000",28,22.12,남동향,2024-06-10T00:00:00,37.50312,127.048351,선릉역 초역세권 소액갭투자 매력적인매물 ,"['25년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2430368906,롯데캐슬,아파트,매매,8/16,230000,0,23억,110,84.75,동향,2024-06-20T00:00:00,37.504625,127.056215,,"['25년이내', '방세개', '화장실두개', '중층']",103동,강남구삼성2동,,
2430373581,선릉역우정에쉐르멤버스(주상복합),아파트,매매,7/12,53500,0,"5억 3,500",47,36.19,북향,2024-06-20T00:00:00,37.50312,127.048351,깨끗 정상,"['25년이내', '역세권', '소형평수', '방두개']",1동,강남구삼성2동,,
2430193921,한양립스(주상복합),아파트,매매,6/10,71700,0,"7억 1,700",43,29.01,남동향,2024-06-20T00:00:00,37.506365,127.051728,선릉역 초역세권 신축 주상복함 2룸 매매,"['4년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2429467363,동부센트레빌,아파트,매매,고/21,190000,0,19억,78,59.97,동향,2024-06-15T00:00:00,37.502515,127.049263,주인직매물.입주.올수리.전망좋은 고층. 도성초. 진선여중고. 선릉역,"['25년이상', '올수리', '역세권']",1동,강남구삼성2동,,
2430134581,동부센트레빌,아파트,월세,8/21,70000,100,7억,78,59.97,동향,2024-06-19T00:00:00,37.502515,127.049263,빠른입주가능.융무. 매우 깨끗. 전망좋음.,"['25년이상', '역세권', '방세개', '화장실한개']",1동,강남구삼성2동,,
2430154583,대치대우아이빌명문가(주상복합),아파트,전세,9/11,25000,0,"2억 5,000",41,33.06,북향,2024-06-19T00:00:00,37.505138,127.053901,,"['25년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2430138076,대치대우아이빌멤버스4차(주상복합),아파트,매매,8/12,23000,0,"2억 3,000",31,25.51,동향,2024-06-19T00:00:00,37.504669,127.053805,"즉시입주가능, 전세 안고 갭투자가능, 월세 받을수 있어요","['25년이내', '역세권', '소형평수']",101동,강남구삼성2동,,
2430118287,선릉역대우아이빌5차(주상복합),아파트,매매,9/13,24500,0,"2억 4,500",38,28.34,북향,2024-06-19T00:00:00,37.504479,127.0515,즉시입주가능합니다 전망굳 갭투자가능 월세투자가능,"['25년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2430117004,선릉역대우아이빌5차(주상복합),아파트,매매,10/13,22500,0,"2억 2,500",34,25.42,북향,2024-06-19T00:00:00,37.504479,127.0515,"전망있습니다 실입주도 가능하고요, 전세갭투자가능, 월세받으실 수 있어요.","['25년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2429970886,개나리SK뷰,아파트,월세,17/25,10000,520,1억,113,84.98,남향,2024-06-18T00:00:00,37.501328,127.049663,33 도성초 진선여중 고바로옆 시스템에어컨 풀옵션 확장형임,"['15년이내', '융자금없는', '역세권', '방세개']",502동,강남구삼성2동,,
2429950018,선릉역우정에쉐르멤버스(주상복합),아파트,전세,5/12,36000,0,"3억 6,000",47,36.19,남향,2024-06-18T00:00:00,37.50312,127.048351,원룸원거실 귀한 전세  신혼부부 강력추천도배해드려요 ,"['25년이내', '융자금없는', '역세권', '소형평수']",1동,강남구삼성2동,,
2429569577,동부센트레빌,아파트,전세,12/21,103000,0,"10억 3,000",110,84.97,남향,2024-06-17T00:00:00,37.502515,127.049263,실매물. 올수리. 깔끔한기본. 도성초. 진선여중,"['25년이상', '올수리', '역세권', '방세개']",1동,강남구삼성2동,,
2429729795,"선릉LG에클라트(A동,주상복합)",아파트,월세,4/6,2000,105,"2,000",45,36.16,남향,2024-06-17T00:00:00,37.506598,127.050625,"선릉공원 바로앞, 선릉역 5분거리, 주차확실","['25년이내', '융자금없는', '역세권']",A동,강남구삼성2동,,
2429278967,한양립스(주상복합),아파트,매매,중/10,80000,0,8억,43,29.01,동향,2024-06-14T00:00:00,37.506365,127.051728,O급매O안정적인임대료 수익용,"['4년이내', '역세권', '급매', '화장실한개']",1동,강남구삼성2동,,
2429048010,개나리푸르지오,아파트,전세,중/24,180000,0,18억,166,133.16,남동향,2024-06-13T00:00:00,37.500036,127.05038,"주인직매물,도성초 진선여중,초역세권,전망좋은 밝고 환한집입니다","['25년이내', '역세권', '대형평수', '방네개이상']",303동,강남구삼성2동,,
2428002767,대치우정에쉐르2(주상복합),아파트,매매,11/11,95000,0,"9억 5,000",82,68.59,서향,2024-06-07T00:00:00,37.504289,127.052555,"실방사진O,3룸,2욕실,막힘없는조망,7월4일 이후","['25년이내', '역세권', '탑층']",1동,강남구삼성2동,,
2430329418,동부센트레빌,아파트,매매,중/21,215000,0,"21억 5,000",110,84.97,남향,2024-06-20T00:00:00,37.502515,127.049263,남향 트인 최고 로얄층 입주 가능 합니다.,"['25년이상', '역세권', '방세개', '화장실두개']",1동,강남구삼성2동,,
2430249368,래미안펜타빌,아파트,매매,고/14,360000,0,36억,161,135.67,남향,2024-06-20T00:00:00,37.500896,127.048526,직매물 확장형 세안고 매매,"['25년이내', '대형평수', '방네개이상', '화장실두개']",105동,강남구삼성2동,,
2429614655,현대썬앤빌테헤란(도시형),아파트,월세,5/8,10000,150,1억,55,33.31,동향,2024-06-17T00:00:00,37.504421,127.054604,실매물. 분리형. 보증금조정. 집상태최상. 자주식주차. 선릉역,"['10년이내', '세대분리', '소형평수', '방한개']",1동,강남구삼성2동,,
2429583769,"선릉LG에클라트(B동,주상복합)",아파트,매매,13/15,38000,0,"3억 8,000",47,36.35,남향,2024-06-17T00:00:00,37.506022,127.050655,갭투자가능,"['25년이내', '역세권', '소형평수', '방한개']",B동,강남구삼성2동,,
2428730449,래미안펜타빌,아파트,매매,저/14,350000,0,35억,161,135.67,남향,2024-06-12T00:00:00,37.500896,127.048526,주인직매물 확장 화이트톤전체올수리 상태최상 입주가능 도성초 진선학군,"['25년이내', '올수리', '대형평수', '방네개이상']",105동,강남구삼성2동,,
2428753939,역삼IPARK,아파트,매매,저/17,350000,0,35억,164,131.38,남향,2024-06-12T00:00:00,37.500311,127.048669,참매물 도성초 진선학군 확장형 입주 및 투자 가능,"['25년이내', '대형평수', '방네개이상', '화장실두개']",207동,강남구삼성2동,,
2427583702,동부센트레빌,아파트,매매,21/21,190000,0,19억,77,59.82,동향,2024-06-05T00:00:00,37.502515,127.049263,탑층층간소음NO뷰끝내줌교통편리 선릉역 역세권진선여중,"['25년이상', '역세권', '탑층', '방세개']",1동,강남구삼성2동,,
2427638299,대치한신휴플러스,아파트,매매,3/9,180000,0,18억,101,81.07,남향,2024-06-05T00:00:00,37.501461,127.051629,31. 주인직매물. 아이들 키우기 좋은 필로티. 2년전 올수리,"['25년이내', '올수리', '역세권', '필로티']",101동,강남구삼성2동,,
2428820035,대치우정에쉐르1(주상복합),아파트,전세,중/11,56000,0,"5억 6,000",67,58.86,북향,2024-06-12T00:00:00,37.504599,127.054179,대치동 확장형 전용넓은 내부깔끔하고 통풍잘됨,"['25년이내', '융자금없는', '역세권', '방세개']",1동,강남구삼성2동,,
2428624945,대치대우아이빌명문가(주상복합),아파트,매매,중/11,32000,0,"3억 2,000",41,33.06,북향,2024-06-11T00:00:00,37.505138,127.053901,"급매,입주협의,세탁기,냉장고,에어컨,보일러 모두 교체된집,전망굿","['25년이내', '역세권', '급매']",1동,강남구삼성2동,,
2430449306,선릉역대우아이빌5차(주상복합),아파트,월세,중/13,1000,110,"1,000",38,28.34,남향,2024-06-21T00:00:00,37.504479,127.0515,죽시입주 전입가능 매물,"['25년이내', '융자금없는', '역세권', '소형평수']",1동,강남구삼성2동,,
2430445603,대치대우아이빌멤버스4차(주상복합),아파트,월세,중/12,3000,110,"3,000",44,35.23,서향,2024-06-21T00:00:00,37.504669,127.053805,전입가능 넓은 분리형,"['25년이내', '융자금없는', '역세권', '세대분리']",101동,강남구삼성2동,,
2430497075,동부센트레빌,아파트,전세,중/21,105000,0,"10억 5,000",110,84.97,남향,2024-06-21T00:00:00,37.502515,127.049263,34. 도성. 진선라인,"['25년이상', '역세권', '방세개', '화장실두개']",1동,강남구삼성2동,,
2430465477,대치우정에쉐르2(주상복합),아파트,전세,중/11,59000,0,"5억 9,000",82,68.59,남동향,2024-06-21T00:00:00,37.504289,127.052555,역세권 가성비 좋은 방3개 주상복,"['25년이내', '역세권', '방세개', '화장실두개']",1동,강남구삼성2동,,
2430469561,롯데캐슬,아파트,매매,중/16,230000,0,23억,110,84.75,동향,2024-06-21T00:00:00,37.504625,127.056215,저 평가 거실 전 트임 인근지역 개발 재료 호재,"['25년이내', '방세개', '화장실두개', '중층']",103동,강남구삼성2동,,
2430470407,롯데캐슬,아파트,전세,고/22,140000,0,14억,136,105.18,남향,2024-06-21T00:00:00,37.504833,127.056393,희귀 로얄층 컨디션 최고 전세,"['25년이내', '대형평수', '방네개이상', '화장실두개']",101동,강남구삼성2동,,
2427097273,아름빌,아파트,매매,11/12,60000,0,6억,73,48.71,남향,2024-06-03T00:00:00,37.503436,127.050654,대치동 아파트 매매 물건실 입주 가능선릉역 도보 3분,"['25년이내', '테라스', '역세권']",1동,강남구삼성2동,,
2429415844,삼성디뷰더센트럴(도시형),아파트,월세,8/13,5000,350,"5,000",41,29.52,서향,2024-06-15T00:00:00,37.506113,127.051982,삼성동 하이엔드급 신축소형 아파트 화이트톤의 깔끔한 매물,"['2년이내', '역세권', '소형평수', '화장실한개']",1동,강남구삼성2동,,
2429330706,아티스톤(주상복합),아파트,전세,11/12,115000,0,"11억 5,000",103,79.03,남향,2024-06-15T00:00:00,37.501091,127.051665,진선여중o신축2년차o집 정말 좋아요,"['2년이내', '역세권', '방세개']",1동,강남구삼성2동,,
2428536257,대치풍림아이원1차,아파트,매매,저/7,170000,0,17억,93,83.65,동향,2024-06-11T00:00:00,37.501668,127.054963,"28 주인의뢰. 휘문중 삼성역 도보이동, 내부깨끗","['25년이내', '방세개', '화장실두개', '세대당1대']",102동,강남구삼성2동,,
2428397991,대치풍림아이원2차,아파트,전세,고/7,130000,0,13억,170,156.21,남향,2024-06-10T00:00:00,37.501342,127.054684,"주인직매물 수리 잘됨 강추붙박이장 햇살가득, 초중고 도보10분 이내","['25년이내', '융자금없는', '대형평수', '방네개이상']",201동,강남구삼성2동,,
2429248464,대치대우아이빌명문가(주상복합),아파트,전세,8/11,28000,0,"2억 8,000",43,34.2,동향,2024-06-14T00:00:00,37.505138,127.053901,전입가능 주차편리 넓은원룸 베란다 깔끔합니다,"['25년이내', '역세권', '소형평수']",1동,강남구삼성2동,,
2430277433,동부센트레빌,아파트,매매,저/21,210000,0,21억,110,84.97,남향,2024-06-20T00:00:00,37.502515,127.049263,34 입주가능. 남향. 최근 특올수리. 컨디션 최상. 도성초 학군,"['25년이상', '올수리', '역세권', '방세개']",1동,강남구삼성2동,,
2430289910,"선릉LG에클라트(B동,주상복합)",아파트,월세,고/15,2000,190,"2,000",63,48.81,남향,2024-06-20T00:00:00,37.506022,127.050655,2룸 전입가능 주거용 내부수리 즉시입주,"['25년이내', '역세권', '방두개']",B동,강남구삼성2동,,
2430220187,동부센트레빌,아파트,매매,중/21,170000,0,17억,77,59.82,동향,2024-06-20T00:00:00,37.502515,127.049263,직매물 입주가능 ,"['25년이상', '역세권', '방세개', '화장실한개']",1동,강남구삼성2동,,
2430233418,대치대우아이빌멤버스4차(주상복합),아파트,월세,중/12,1200,89,"1,200",31,25.51,남향,2024-06-20T00:00:00,37.504669,127.053805,"선릉역 초역세권, 아파트, 베란다, 주차무료,뷰나오는라인, 전입신고가능,","['25년이내', '융자금없는', '역세권', '소형평수']",101동,강남구삼성2동,,
2430490861,대치한신휴플러스,아파트,전세,중/9,99000,0,"9억 9,000",105,84.99,남향,2024-06-21T00:00:00,37.501461,127.051629,대치동 3룸 오늘나온 급전세,"['25년이내', '역세권', '방세개', '화장실두개']",101동,강남구삼성2동,,
2430488488,동부센트레빌,아파트,월세,중/21,10000,310,1억,78,59.97,동향,2024-06-21T00:00:00,37.502515,127.049263,내부특올수리 컨디션 아주좋은 로얄타입 매물,"['25년이상', '올수리', '역세권', '방세개']",1동,강남구삼성2동,,
2430329577,동부센트레빌,아파트,매매,저/21,210000,0,21억,110,84.97,남향,2024-06-20T00:00:00,37.502515,127.049263,남향 최근 특 올수리 확장 입주 가능 합니다.,"['25년이상', '올수리', '역세권', '방세개']",1동,강남구삼성2동,,
2430162236,대치우정에쉐르1(주상복합),아파트,매매,고/11,85000,0,"8억 5,000",68,59.75,남향,2024-06-20T00:00:00,37.504599,127.054179,"주인직매물, 부분수리하여 깨끗, 앞이확트인뻥, 일반상업지로지가상승중","['25년이내', '역세권', '방세개', '화장실두개']",1동,강남구삼성2동,,
2427221878,선릉역우정에쉐르멤버스(주상복합),아파트,매매,11/12,51000,0,"5억 1,000",47,36.19,남향,2024-06-03T00:00:00,37.50312,127.048351,"입주가능. 최고 로열층, 풍부한 생활 인프라를 갖춘 소형 아파트.","['25년이내', '역세권', '소형평수', '방한개']",1동,강남구삼성2동,,
2429752384,아티스톤(주상복합),아파트,전세,중/12,95000,0,"9억 5,000",87,66.73,남향,2024-06-17T00:00:00,37.501091,127.051665,"신축급, 최저가 전세, 3룸 2욕실, 자주식 주차","['2년이내', '역세권', '방세개', '화장실두개']",1동,강남구삼성2동,,
2430079965,개나리푸르지오,아파트,월세,중/24,120000,170,12억,166,133.16,남동향,2024-06-19T00:00:00,37.500036,127.05038,"판상형구조  융자없고  밝은집  도성초, 진선여중고","['25년이내', '융자금없는', '역세권', '대형평수']",303동,강남구삼성2동,,
2430103047,현대타워(주상복합),아파트,전세,중/27,150000,0,15억,187,149.99,남향,2024-06-19T00:00:00,37.506221,127.053076,"교통여건과 거주여건 우수한 테헤란로, 남향 뷰 명품 아파트","['25년이상', '역세권', '대형평수', '방네개이상']",101동,강남구삼성2동,,
2430117106,테헤란로대우아이빌(주상복합),아파트,매매,고/26,95000,0,"9억 5,000",87,65.24,남향,2024-06-19T00:00:00,37.505662,127.054087,베란다확장 환한 남향,"['25년이내', '역세권', '확장형']",1동,강남구삼성2동,,
2430333146,대치대우아이빌명문가(주상복합),아파트,전세,고/11,27900,0,"2억 7,900",43,34.2,남향,2024-06-20T00:00:00,37.505138,127.053901,버팀목 등 각종전세대출가능 반환보증보험가입가능,"['25년이내', '융자금없는', '역세권']",1동,강남구삼성2동,,
2430383944,대치풍림아이원2차,아파트,전세,고/7,130000,0,13억,170,156.21,남향,2024-06-20T00:00:00,37.501342,127.054684,컨디션 우수 로얄층 채광 굿 학군 학원가 인접 입주협의,"['25년이내', '대형평수', '방네개이상', '화장실두개']",201동,강남구삼성2동,,
